_join_year,player_name_clean_nfl,school_clean_nfl,position_nfl,pfr_player_id,gsis_id,player_id,player_name_clean_jack,school_clean_jack,position_jack,name_norm
1987,Tim McDonald,USC,DB,McDoTi00,00-0010810,20039,Tim McDonald,USC,Defensive Back,tim mcdonald
1987,Christian Okoye,Azusa Pacific,RB,OkoyCh00,00-0012335,20040,Christian Okoye,Azusa Pacific,Running Back,christian okoye
1987,Ricky Reynolds,Washington St.,DB,ReynRi20,00-0013618,20041,Ricky Reynolds,Washington State,Defensive Back,ricky reynolds
1987,Jeff Bregel,USC,G,BregJe20,BRE240427,20042,Jeff Bregel,USC,Offensive Guard,jeff bregel
1987,Delton Hall,Clemson,DB,HallDe20,00-0006653,20043,Delton Hall,Clemson,Defensive Back,delton hall
1987,Ron Francis,Baylor,DB,FranRo20,FRA184562,20044,Ron Francis,Baylor,Defensive Back,ron francis
1987,Lonzell Hill,Washington,WR,HillLo00,HIL504254,20045,Lonzell Hill,Washington,Wide Receiver,lonzell hill
1987,Johnny Holland,Texas A&M,LB,HollJo20,00-0007593,20046,Johnny Holland,Texas A&M,Linebacker,johnny holland
1987,Alex Gordon,Cincinnati,LB,GordAl20,00-0006143,20047,Alex Gordon,Cincinnati,Linebacker,alex gordon
1987,Rick Graf,Wisconsin,LB,GrafRi20,00-0006192,20048,Rick Graf,Wisconsin,Linebacker,rick graf
1987,Ray Berry,Baylor,LB,BerrRa20,00-0001188,20049,Ray Berry,Baylor,Linebacker,ray berry
1987,David Wyman,Stanford,LB,WymaDa20,00-0018347,20050,David Wyman,Stanford,Linebacker,david wyman
1987,Walter Johnson,Louisiana Tech,LB,JohnWa21,JOH738657,20051,Walter Johnson,Louisiana Tech,Linebacker,walter johnson
1987,Donald Evans,Winston-Salem St.,DE,EvanDo20,00-0004976,20052,Donald Evans,Winston-Salem,Defensive End,donald evans
1987,Wally Kleine,Notre Dame,T,,,20053,Wally Kleine,Notre Dame,Offensive Tackle,wally kleine
1987,Eric Thomas,Tulane,DB,ThomEr01,00-0016258,20054,Eric Thomas,Tulane,Defensive Back,eric thomas
1987,Winston Moss,Miami (FL),LB,MossWi20,00-0011757,20055,Winston Moss,Miami (FL),Linebacker,winston moss
1987,Don Smith,Mississippi St.,RB,SmitDo00,00-0015156,20056,Don Smith,Mississippi State,Running Back,don smith
1987,Bruce Wilkerson,Tennessee,T,WilkBr20,00-0017676,20057,Bruce Wilkerson,Tennessee,Offensive Tackle,bruce wilkerson
1987,Ron Morris,SMU,WR,MorrRo00,00-0011696,20059,Ron Morris,SMU,Wide Receiver,ron morris
1987,Adrian White,Florida,DB,WhitAd20,00-0017506,20060,Adrian White,Florida,Defensive Back,adrian white
1987,Scott Schwedes,Syracuse,WR,SchwSc00,SCH801642,20061,Scott Schwedes,Syracuse,Wide Receiver,scott schwedes
1987,Mark Carrier,Nicholls St.,WR,CarrMa00,00-0002687,20062,Mark Carrier,Nicholls State,Wide Receiver,mark carrier
1987,Chris Gambol,Iowa,G,GambCh21,GAM474616,20063,Chris Gambol,Iowa,Offensive Tackle,chris gambol
1987,Karl Wilson,LSU,DE,WilsKa20,00-0018037,20064,Karl Wilson,LSU,Defensive End,karl wilson
1987,David Brandon,Memphis,LB,BranDa21,00-0001684,20065,David Brandon,Memphis,Linebacker,david brandon
1987,Dave Croston,Iowa,T,CrosDa21,CRO529840,20066,Dave Croston,Iowa,Offensive Tackle,dave croston
1987,Robert Awalt,San Diego St.,TE,AwalRo00,00-0000548,20067,Robert Awalt,San Diego State,Tight End,robert awalt
1987,Jerry Ball,SMU,NT,BallJe00,00-0000673,20068,Jerry Ball,SMU,Defensive Tackle,jerry ball
1987,Cody Carlson,Baylor,QB,CarlCo00,00-0002642,20069,Cody Carlson,Baylor,Quarterback,cody carlson
1987,Ben Tamburello,Auburn,G,TambBe20,00-0016037,20070,Ben Tamburello,Auburn,,ben tamburello
1987,Charles Lockett,Long Beach St.,WR,LockCh00,LOC083058,20071,Charles Lockett,Long Beach State,Wide Receiver,charles lockett
1987,Jeff Zimmerman,Florida,G,ZimmJe20,ZIM553722,20073,Jeff Zimmerman,Florida,Offensive Guard,jeff zimmerman
1987,Scott Stephen,Arizona St.,LB,StepSc20,00-0015630,20074,Scott Stephen,Arizona State,Linebacker,scott stephen
1987,Colin Scotts,Hawaii,DT,ScotCo20,SCO812108,20075,Colin Scotts,Hawai'i',Defensive Tackle,colin scotts
1987,Frankie Neal,Fort Hays St.,WR,NealFr20,NEA166116,20076,Frankie Neal,Fort Hays State,Wide Receiver,frankie neal
1987,Henry Thomas,LSU,DT,ThomHe00,,20077,Henry Thomas,LSU,Defensive Tackle,henry thomas
1987,Todd Howard,Texas A&M,LB,HowaTo20,HOW436044,20078,Todd Howard,Texas A&M,Linebacker,todd howard
1987,Onzy Elam,Tennessee St.,LB,ElamOn20,ELA553722,20080,Onzy Elam,Tennessee State,Linebacker,onzy elam
1987,Skip McClendon,Arizona St.,DE,McClSk20,00-0010694,20082,Skip McClendon,Arizona State,Defensive End,skip mcclendon
1987,Jamie Mueller,Benedictine,RB,MuelJa00,00-0011790,20083,Jamie Mueller,Benedictine,Running Back,jamie mueller
1987,Bob Perryman,Michigan,RB,PerrBo00,00-0012833,20084,Bob Perryman,Michigan,Running Back,bob perryman
1987,Tim Manoa,Penn St.,RB,ManoTi00,00-0010350,20085,Tim Manoa,Penn State,Running Back,tim manoa
1987,Steve Smith,Penn St.,RB,SmitSt00,00-0015306,20086,Steve Smith,Penn State,Running Back,steve smith
1987,Jeff Jaeger,Washington,K,jaegejef01,00-0008231,20087,Jeff Jaeger,Washington,Place Kicker,jeff jaeger
1987,Stephen Baker,Fresno St.,WR,BakeSt00,00-0000646,20088,Stephen Baker,Fresno State,Wide Receiver,stephen baker
1987,Michael Brooks,LSU,LB,BrooMi01,00-0001844,20089,Michael Brooks,LSU,Linebacker,michael brooks
1987,Don Graham,Penn St.,LB,GrahDo20,GRA181374,20090,Don Graham,Penn State,Linebacker,don graham
1987,Randy Dixon,Pittsburgh,G,DixoRa20,00-0004362,20091,Randy Dixon,Pittsburgh,Offensive Tackle,randy dixon
1987,Ron Hall,Hawaii,TE,HallRo00,00-0006678,20092,Ron Hall,Hawai'i',Tight End,ron hall
1987,Mark Vlasic,Iowa,QB,VlasMa00,00-0016942,20093,Mark Vlasic,Iowa,Quarterback,mark vlasic
1987,Lorenzo Freeman,Pittsburgh,NT,FreeLo20,00-0005570,20094,Lorenzo Freeman,Pittsburgh,Defensive Tackle,lorenzo freeman
1987,Rod Saddler,Texas A&M,DT,SaddRo20,00-0014240,20095,Rod Saddler,Texas A&M,Defensive Tackle,rod saddler
1987,Doug Bartlett,Northern Illinois,DT,BartDo20,BAR741500,20096,Doug Bartlett,Northern Illinois,Defensive Tackle,doug bartlett
1987,Garland Rivers,Michigan,DB,RiveGa21,RIV461435,20097,Garland Rivers,Michigan,Defensive Back,garland rivers
1987,Byron Evans,Arizona,LB,EvanBy20,00-0004971,20098,Byron Evans,Arizona,Linebacker,byron evans
1987,Thomas Everett,Baylor,DB,EverTh00,00-0005017,20099,Thomas Everett,Baylor,Defensive Back,thomas everett
1987,Kelvin Martin,Boston Col.,WR,MartKe00,00-0010460,20100,Kelvin Martin,Boston College,Wide Receiver,kelvin martin
1987,Steve Trapilo,Boston Col.,G,TrapSt20,00-0016590,20101,Steve Trapilo,Boston College,Offensive Guard,steve trapilo
1987,Ralph Van Dyke,Southern Illinois,T,VanDRa21,VAN493856,20102,Ralph Van Dyke,Southern Illinois,Offensive Tackle,ralph van dyke
1987,Rich Gannon,Delaware,QB,GannRi00,00-0005741,20103,Rich Gannon,Delaware,Quarterback,rich gannon
1987,Troy Stradford,Boston Col.,RB,StraTr00,00-0015794,20104,Troy Stradford,Boston College,Quarterback,troy stradford
1987,Sean Smith,Grambling St.,DE,SmitSe20,SMI709920,20106,Sean Smith,Grambling State,Defensive End,sean smith
1987,Derrick Beasley,Winston-Salem St.,DB,,,20107,Derrick Beasley,Winston-Salem,Defensive Back,derrick beasley
1987,Jim Riggs,Clemson,TE,RiggJi20,00-0013739,20108,Jim Riggs,Clemson,Tight End,jim riggs
1987,Mark Moore,Oklahoma St.,DB,MoorMa22,MOO542145,20109,Mark Moore,Oklahoma State,Defensive Back,mark moore
1987,Mark Dusbabek,Minnesota,LB,DusbMa20,00-0004662,20110,Mark Dusbabek,Minnesota,Linebacker,mark dusbabek
1987,Bruce Hill,Arizona St.,WR,HillBr00,00-0007423,20111,Bruce Hill,Arizona State,Wide Receiver,bruce hill
1987,Tim Jordan,Wisconsin,LB,JordTi20,JOR650016,20112,Tim Jordan,Wisconsin,Linebacker,tim jordan
1987,Larry Kelm,Texas A&M,LB,KelmLa20,00-0009123,20113,Larry Kelm,Texas A&M,Linebacker,larry kelm
1987,Leon Seals,Jackson St.,DE,SealLe20,00-0014608,20114,Leon Seals,Jackson State,Defensive End,leon seals
1987,Steve Beuerlein,Notre Dame,QB,BeueSt00,00-0001218,20115,Steve Beuerlein,Notre Dame,Quarterback,steve beuerlein
1987,Marc Munford,Nebraska,LB,MunfMa20,00-0011822,20116,Marc Munford,Nebraska,Linebacker,marc munford
1987,Odessa Turner,Northwestern St. (LA),WR,TurnOd00,00-0016732,20117,Odessa Turner,Northwestern State,Wide Receiver,odessa turner
1987,Danny Villa,Arizona St.,T,VillDa20,00-0016911,20118,Danny Villa,Arizona State,Offensive Tackle,danny villa
1987,Roy Banks,Eastern Illinois,WR,BankRo21,BAN609092,20119,Roy Banks,Eastern Illinois,Wide Receiver,roy banks
1987,Nelson Jones,North Carolina St.,DB,,,20120,Nelson Jones,North Carolina State,Defensive Back,nelson jones
1987,Tom Gibson,Northern Arizona,DE,GibsTo20,GIB791020,20121,Tom Gibson,Northern Arizona,Defensive End,tom gibson
1987,Timmy Smith,Texas Tech,RB,SmitTi00,SMI754000,20122,Timmy Smith,Texas Tech,Running Back,timmy smith
1987,George Swarn,Miami (OH),RB,SwarGe20,SWA609092,20123,George Swarn,Miami (OH),Running Back,george swarn
1987,Tommie Agee,Auburn,RB,AgeeTo00,00-0000096,20124,Tommie Agee,Auburn,Running Back,tommie agee
1987,Steve Bryan,Oklahoma,DE,BryaSt20,BRY113259,20125,Steve Bryan,Oklahoma,Defensive End,steve bryan
1987,David Alexander,Tulsa,C,AlexDa22,00-0000144,20126,David Alexander,Tulsa,,david alexander
1987,Hardy Nickerson,California,LB,NickHa00,00-0012102,20127,Hardy Nickerson,California,Linebacker,hardy nickerson
1987,Milton Mack,Alcorn St.,DB,MackMi20,00-0010235,20128,Milton Mack,Alcorn State,Defensive Back,milton mack
1987,Everett Gay,Texas,WR,GayxEv00,GAY249174,20129,Everett Gay,Texas,Wide Receiver,everett gay
1987,Mark Mraz,Utah St.,DE,MrazMa20,MRA415291,20130,Mark Mraz,Utah State,Defensive End,mark mraz
1987,John Bruno,Penn St.,P,BrunJo20,BRU732840,20131,John Bruno,Penn State,Punter,john bruno
1987,Ilia Jarostchuk,New Hampshire,LB,JaroIl20,00-0008279,20132,Ilia Jarostchuk,New Hampshire,Linebacker,ilia jarostchuk
1987,Kitrick Taylor,Washington St.,WR,TaylKi00,00-0016126,20133,Kitrick Taylor,Washington State,Wide Receiver,kitrick taylor
1987,Kirby Jackson,Mississippi St.,DB,JackKi20,00-0008152,20134,Kirby Jackson,Mississippi State,Defensive Back,kirby jackson
1987,Marc Logan,Kentucky,RB,LogaMa00,00-0010030,20135,Marc Logan,Kentucky,Running Back,marc logan
1987,Ruben Rodriguez,Arizona,P,RodrRu20,00-0013947,20136,Ruben Rodriguez,Arizona,Punter,ruben rodriguez
1987,Chris Conlin,Penn St.,G,ConlCh20,00-0003373,20137,Chris Conlin,Penn State,Offensive Tackle,chris conlin
1987,Spencer Tillman,Oklahoma,RB,TillSp00,00-0016480,20138,Spencer Tillman,Oklahoma,Running Back,spencer tillman
1987,Paul Jokisch,Michigan,WR,,,20139,Paul Jokisch,Michigan,Wide Receiver,paul jokisch
1987,Henry Rolling,Nevada,LB,RollHe20,00-0013997,20140,Henry Rolling,Nevada,Linebacker,henry rolling
1987,Scott Mersereau,Southern Connecticut St.,DT,MersSc20,00-0011143,20141,Scott Mersereau,Southern Connecticut State,Defensive Tackle,scott mersereau
1987,Tony Mayes,Kentucky,DB,MayeTo20,MAY352366,20142,Tony Mayes,Kentucky,Defensive Back,tony mayes
1987,Will Johnson,La-Monroe,LB,JohnWi20,JOH752835,20143,Will Johnson,Louisiana-Monroe,Defensive End,will johnson
1987,Greg Horne,Arkansas,P,HornGr20,HOR296630,20144,Greg Horne,Arkansas,Punter,greg horne
1987,Paul O'Connor,Miami (FL),G,OConPa20,OCO528549,20145,Paul O'Connor,Miami (FL),Offensive Guard,paul o'connor
1987,Tim Johnson,Penn St.,DT,JohnTi20,00-0008630,20146,Tim Johnson,Penn State,Defensive Tackle,tim johnson
1987,Freddie Robinson,Alabama,DB,RobiFr23,ROB451400,20147,Freddie Robinson,Alabama,Defensive Back,freddie robinson
1987,Steve Bartalo,Colorado St.,RB,BartSt01,BAR719255,20148,Steve Bartalo,Colorado State,Running Back,steve bartalo
1987,Steve Gage,Tulsa,DB,GageSt20,GAG237308,20149,Steve Gage,Tulsa,Defensive Back,steve gage
1987,Willie Marshall,Temple,WR,,,20150,Willie Marshall,Temple,Wide Receiver,willie marshall
1987,Mark Garalczyk,Western Michigan,DT,GaraMa20,00-0005746,20151,Mark Garalczyk,Western Michigan,Defensive Tackle,mark garalczyk
1987,Al Smith,Utah St.,LB,SmitAl01,00-0015083,20152,Al Smith,Utah State,Linebacker,al smith
1987,Danny Lockett,Arizona,LB,LockDa20,LOC166116,20153,Danny Lockett,Arizona,Linebacker,danny lockett
1987,Ron Moten,Florida,LB,,,20154,Ron Moten,Florida,Linebacker,ron moten
1987,Greg Lloyd,Fort Valley St.,LB,LloyGr00,00-0009997,20155,Greg Lloyd,Fort Valley State,Linebacker,greg lloyd
1987,Joe Onosai,Hawaii,G,,,20156,Joe Onosai,Hawai'i',Offensive Guard,joe onosai
1987,Thomas Henley,Stanford,WR,HenlTh20,HEN485801,20157,Thomas Henley,Stanford,Wide Receiver,thomas henley
1987,Paul Kiser,Wake Forest,G,KisePa20,KIS118654,20158,Paul Kiser,Wake Forest,Offensive Guard,paul kiser
1987,John Adickes,Baylor,C,AdicJo20,ADI276861,20159,John Adickes,Baylor,,john adickes
1987,Lance Sellers,Boise St.,LB,SellLa20,SEL453042,20160,Lance Sellers,Boise State,Linebacker,lance sellers
1987,Greg Richardson,Alabama,WR,RichGr21,RIC486880,20161,Greg Richardson,Alabama,Wide Receiver,greg richardson
1987,Sonny Gordon,Ohio St.,DB,GordSo20,GOR108336,20162,Sonny Gordon,Ohio State,Defensive Back,sonny gordon
1987,Chris Pike,Tulsa,DT,PikeCh20,PIK276861,20163,Chris Pike,Tulsa,Defensive Tackle,chris pike
1987,Toby Caston,LSU,LB,CastTo20,00-0002809,20164,Toby Caston,LSU,Linebacker,toby caston
1987,Tim Richardson,Pacific,RB,,,20165,Tim Richardson,Pacific,Running Back,tim richardson
1987,Tracy Martin,North Dakota,WR,MartTr20,MAR745395,20166,Tracy Martin,North Dakota,Wide Receiver,tracy martin
1987,Bob White,Penn St.,LB,,,20167,Bob White,Penn State,Linebacker,bob white
1987,Gene Taylor,Fresno St.,WR,TaylGe20,TAY199162,20168,Gene Taylor,Fresno State,Wide Receiver,gene taylor
1987,Ed Simmons,Eastern Washington,T,SimmEd20,00-0014897,20169,Ed Simmons,Eastern Washington,Offensive Tackle,ed simmons
1987,Stephen Braggs,Texas,DB,BragSt20,00-0001668,20170,Stephen Braggs,Texas,Defensive Back,stephen braggs
1987,Jon Embree,Colorado,TE,EmbrJo21,EMB415290,20171,Jon Embree,Colorado,Tight End,jon embree
1987,Warren Marshall,James Madison,RB,MarsWa20,MAR468534,20172,Warren Marshall,James Madison,Running Back,warren marshall
1987,Doug Riesenberg,California,T,RiesDo20,00-0013730,20173,Doug Riesenberg,California,Offensive Tackle,doug riesenberg
1987,Curt Jarvis,Alabama,NT,JarvCu20,JAR415288,20174,Curt Jarvis,Alabama,Defensive Tackle,curt jarvis
1987,Mark Bellini,BYU,WR,BellMa00,BEL716540,20175,Mark Bellini,BYU,Wide Receiver,mark bellini
1987,Kerry Porter,Washington St.,RB,PortKe20,POR191673,20176,Kerry Porter,Washington State,Running Back,kerry porter
1987,Tony Leiker,Stanford,DE,LeikTo20,LEI415290,20177,Tony Leiker,Stanford,Defensive Tackle,tony leiker
1987,Jamie Holland,Ohio St.,WR,HollJa00,00-0007591,20178,Jamie Holland,Ohio State,Wide Receiver,jamie holland
1987,Tim Peoples,Washington,DB,,,20179,Tim Peoples,Washington,Defensive Back,tim peoples
1987,Dan Saleaumua,Arizona St.,DT,SaleDa00,00-0014264,20180,Dan Saleaumua,Arizona State,Defensive Tackle,dan saleaumua
1987,Robert Banks,Notre Dame,DE,BankRo20,BAN581406,20181,Robert Banks,Notre Dame,Defensive Tackle,robert banks
1987,Brian Williams,Central Michigan,T,,,20182,Brian Williams,Central Michigan,Offensive Tackle,brian williams
1987,Chris Kelley,Akron,TE,KellCh20,KEL199332,20183,Chris Kelley,Akron,Tight End,chris kelley
1987,Gene Atkins,Florida A&M,DB,AtkiGe20,00-0000484,20184,Gene Atkins,Florida A&M,Defensive Back,gene atkins
1987,Kevin Sweeney,Fresno St.,QB,SweeKe00,SWE237308,20185,Kevin Sweeney,Fresno State,Quarterback,kevin sweeney
1987,Michael Reid,Wisconsin,LB,ReidMi20,REI353934,20186,Michael Reid,Wisconsin,Linebacker,michael reid
1987,Tom Brown,Pittsburgh,RB,BrowTo00,,20187,Tom Brown,Pittsburgh,Running Back,tom brown
1987,Bo Jackson,Auburn,RB,JackBo00,JAC631960,20188,Bo Jackson,Auburn,Running Back,bo jackson
1987,Roland Barbay,LSU,NT,BarbRo20,BAR014830,20189,Roland Barbay,LSU,Defensive Tackle,roland barbay
1987,Derek Tennell,UCLA,TE,TennDe00,00-0016173,20190,Derek Tennell,UCLA,Tight End,derek tennell
1987,Doug Hudson,Nicholls St.,QB,HudsDo20,HUD237805,20191,Doug Hudson,Nicholls State,Quarterback,doug hudson
1987,Gerald Nichols,Florida St.,DT,NichGe20,00-0012092,20192,Gerald Nichols,Florida State,Defensive Tackle,gerald nichols
1987,Chris Thatcher,Lafayette,G,,,20193,Chris Thatcher,Lafayette,Offensive Guard,chris thatcher
1987,Steve DeLine,Colorado St.,K,delinste01,DEL383340,20194,Steve DeLine,Colorado State,Place Kicker,steve deline
1987,Harry Swayne,Rutgers,T,SwayHa20,00-0015958,20195,Harry Swayne,Rutgers,Defensive End,harry swayne
1987,Bill Smith,Mississippi,P,,,20196,Bill Smith,Ole Miss,Punter,bill smith
1987,Johnny Thomas,Baylor,DB,ThomJo24,00-0016281,20197,Johnny Thomas,Baylor,Defensive Back,johnny thomas
1987,Archie Harris,William & Mary,T,HarrAr20,HAR344240,20198,Archie Harris,William & Mary,Offensive Tackle,archie harris
1987,Wilbur Strozier,Georgia,TE,StroWi21,STR746081,20199,Wilbur Strozier,Georgia,Tight End,wilbur strozier
1987,William Harris,Bishop,TE,HarrWi00,HAR574450,20200,William Harris,,Tight End,william harris
1989,Troy Aikman,UCLA,QB,AikmTr00,00-0000104,20674,Troy Aikman,UCLA,Quarterback,troy aikman
1989,Tony Mandarich,Michigan St.,T,MandTo20,00-0010323,20675,Tony Mandarich,Michigan State,Offensive Tackle,tony mandarich
1989,Barry Sanders,Oklahoma St.,RB,SandBa00,00-0014313,20676,Barry Sanders,Oklahoma State,Running Back,barry sanders
1989,Derrick Thomas,Alabama,LB,ThomDe01,00-0016248,20677,Derrick Thomas,Alabama,Linebacker,derrick thomas
1989,Deion Sanders,Florida St.,DB,SandDe00,00-0014324,20678,Deion Sanders,Florida State,Defensive Back,deion sanders
1989,Broderick Thomas,Nebraska,LB,ThomBr20,00-0016226,20679,Broderick Thomas,Nebraska,Linebacker,broderick thomas
1989,Tim Worley,Georgia,RB,WorlTi00,00-0018255,20680,Tim Worley,Georgia,Running Back,tim worley
1989,Burt Grossman,Pittsburgh,DE,GrosBu20,00-0006501,20681,Burt Grossman,Pittsburgh,Defensive End,burt grossman
1989,Sammie Smith,Florida St.,RB,SmitSa00,00-0015295,20682,Sammie Smith,Florida State,Running Back,sammie smith
1989,Eric Hill,LSU,LB,HillEr20,00-0007433,20683,Eric Hill,LSU,Linebacker,eric hill
1989,Donnell Woolford,Clemson,DB,WoolDo00,00-0018240,20684,Donnell Woolford,Clemson,Defensive Back,donnell woolford
1989,Trace Armstrong,Florida,DE,ArmsTr00,00-0000439,20685,Trace Armstrong,Florida,Defensive End,trace armstrong
1989,Eric Metcalf,Texas,RB,MetcEr00,00-0011151,20686,Eric Metcalf,Texas,Running Back,eric metcalf
1989,Jeff Lageman,Virginia,DE,LageJe20,00-0009555,20687,Jeff Lageman,Virginia,Defensive End,jeff lageman
1989,Andy Heck,Notre Dame,T,HeckAn20,00-0007195,20688,Andy Heck,Notre Dame,Offensive Tackle,andy heck
1989,Hart Lee Dykes,Oklahoma St.,WR,DykeHa00,00-0004688,20689,Hart Lee Dykes,Oklahoma State,Wide Receiver,hart lee dykes
1989,Joe Wolf,Boston Col.,T,WolfJo20,00-0018155,20690,Joe Wolf,Boston College,Offensive Guard,joe wolf
1989,Brian Williams,Minnesota,C,WillBr25,00-0017735,20691,Brian Williams,Minnesota,,brian williams
1989,Wayne Martin,Arkansas,DE,MartWa00,00-0010479,20692,Wayne Martin,Arkansas,Defensive End,wayne martin
1989,Steve Atwater,Arkansas,DB,AtwaSt00,00-0000500,20693,Steve Atwater,Arkansas,Defensive Back,steve atwater
1989,Bill Hawkins,Miami (FL),DE,HawkBi20,HAW632682,20694,Bill Hawkins,Miami (FL),Defensive End,bill hawkins
1989,Andre Rison,Michigan St.,WR,RisoAn00,00-0013770,20695,Andre Rison,Michigan State,Wide Receiver,andre rison
1989,David Williams,Florida,T,WillDa23,00-0017769,20696,David Williams,Florida,Offensive Tackle,david williams
1989,Tom Ricketts,Pittsburgh,G,RickTo20,00-0013709,20697,Tom Ricketts,Pittsburgh,Offensive Guard,tom ricketts
1989,Louis Oliver,Florida,DB,OlivLo20,00-0012360,20698,Louis Oliver,Florida,Defensive Back,louis oliver
1989,Cleveland Gary,Miami (FL),RB,GaryCl00,00-0005810,20699,Cleveland Gary,Miami (FL),Running Back,cleveland gary
1989,Shawn Collins,Northern Arizona,WR,CollSh00,00-0003314,20700,Shawn Collins,Northern Arizona,Wide Receiver,shawn collins
1989,Keith DeLong,Tennessee,LB,DeLoKe20,00-0004173,20701,Keith DeLong,Tennessee,Linebacker,keith delong
1989,Steve Wisniewski,Penn St.,G,WisnSt00,00-0018129,20702,Steve Wisniewski,Penn State,Offensive Guard,steve wisniewski
1989,John Ford,Virginia,WR,FordJo20,FOR251690,20703,John Ford,Virginia,Wide Receiver,john ford
1989,Lawyer Tillman,Auburn,WR,TillLa00,00-0016476,20704,Lawyer Tillman,Auburn,Wide Receiver,lawyer tillman
1989,Mike Elkins,Wake Forest,QB,ElkiMi00,00-0004828,20705,Mike Elkins,Wake Forest,Quarterback,mike elkins
1989,Danny Peebles,North Carolina St.,WR,PeebDa00,00-0012729,20706,Danny Peebles,North Carolina State,Wide Receiver,danny peebles
1989,Carnell Lake,UCLA,DB,LakeCa00,00-0009561,20707,Carnell Lake,UCLA,Defensive Back,carnell lake
1989,Eric Ball,UCLA,RB,BallEr00,00-0000672,20708,Eric Ball,UCLA,Running Back,eric ball
1989,John Roper,Texas A&M,LB,RopeJo20,00-0014021,20709,John Roper,Texas A&M,Linebacker,john roper
1989,Courtney Hall,Rice,C,HallCo22,00-0006648,20710,Courtney Hall,Rice,,courtney hall
1989,Ralph Norwood,LSU,T,NorwRa20,NOR794464,20711,Ralph Norwood,LSU,Offensive Tackle,ralph norwood
1989,Daryl Johnston,Syracuse,RB,JohnDa00,00-0008660,20712,Daryl Johnston,Syracuse,Running Back,daryl johnston
1989,Walter Reeves,Auburn,TE,ReevWa00,00-0013551,20713,Walter Reeves,Auburn,Tight End,walter reeves
1989,Doug Widell,Boston Col.,G,WideDo20,00-0017629,20714,Doug Widell,Boston College,Offensive Guard,doug widell
1989,Dennis Byrd,Tulsa,DT,ByrdDe21,00-0002465,20715,Dennis Byrd,Tulsa,Defensive End,dennis byrd
1989,Eric Coleman,Wyoming,DB,ColeEr20,COL266604,20716,Eric Coleman,Wyoming,Defensive Back,eric coleman
1989,Joe Tofflemire,Arizona,C,ToffJo20,00-0016518,20717,Joe Tofflemire,Arizona,,joe tofflemire
1989,Frank Stams,Notre Dame,LB,StamFr20,00-0015541,20718,Frank Stams,Notre Dame,Linebacker,frank stams
1989,Robert Massey,North Carolina Central,DB,MassRo00,00-0010516,20719,Robert Massey,North Carolina Central,Defensive Back,robert massey
1989,Warren Powers,Maryland,DE,PoweWa21,00-0013185,20720,Warren Powers,Maryland,Defensive End,warren powers
1989,Brian Smith,Auburn,LB,SmitBr23,SMI083520,20721,Brian Smith,Auburn,Linebacker,brian smith
1989,Jessie Small,Eastern Kentucky,LB,SmalJe20,00-0015061,20722,Jessie Small,Eastern Kentucky,Linebacker,jessie small
1989,Scott Kozak,Oregon,LB,KozaSc20,00-0009441,20723,Scott Kozak,Oregon,Linebacker,scott kozak
1989,Billy Joe Tolliver,Texas Tech,QB,TollBi00,00-0016534,20724,Billy Joe Tolliver,Texas Tech,Quarterback,billy joe tolliver
1989,David Braxton,Wake Forest,LB,BraxDa20,00-0001711,20725,David Braxton,Wake Forest,Linebacker,david braxton
1989,Darryl Henley,UCLA,DB,HenlDa20,HEN470130,20726,Darryl Henley,UCLA,Defensive Back,darryl henley
1989,Dave Zawatson,California,G,ZawaDa20,00-0018480,20727,Dave Zawatson,California,Offensive Tackle,dave zawatson
1989,Freddie Childress,Arkansas,G,ChilFr20,00-0002944,20728,Freddie Childress,Arkansas,Offensive Guard,freddie childress
1989,Wesley Walls,Mississippi,TE,WallWe00,00-0017109,20729,Wesley Walls,Ole Miss,Tight End,wesley walls
1989,Mark Stepnoski,Pittsburgh,C,StepMa00,00-0015663,20730,Mark Stepnoski,Pittsburgh,,mark stepnoski
1989,Matt Brock,Oregon,DE,BrocMa20,00-0001798,20731,Matt Brock,Oregon,Defensive End,matt brock
1989,Mike Utley,Washington St.,G,UtleMi20,00-0016809,20732,Mike Utley,Washington State,Offensive Guard,mike utley
1989,Naz Worthen,North Carolina St.,WR,WortNa20,WOR702801,20733,Naz Worthen,North Carolina State,Wide Receiver,naz worthen
1989,Derek Hill,Arizona,WR,HillDe00,HIL177972,20734,Derek Hill,Arizona,Wide Receiver,derek hill
1989,Keith Jones,Illinois,RB,JoneKe01,,20735,Keith Jones,Illinois,Running Back,keith jones
1989,Marv Cook,Iowa,TE,CookMa00,00-0003418,20736,Marv Cook,Iowa,Tight End,marv cook
1989,Bob Kratch,Iowa,G,KratBo20,00-0009455,20737,Bob Kratch,Iowa,Offensive Guard,bob kratch
1989,Jerry Fontenot,Texas A&M,C,FontJe20,00-0005399,20738,Jerry Fontenot,Texas A&M,Offensive Guard,jerry fontenot
1989,Tracy Rocker,Auburn,DT,RockTr20,ROC369148,20739,Tracy Rocker,Auburn,Defensive Tackle,tracy rocker
1989,Mike Zandofsky,Washington,G,ZandMi20,00-0018474,20740,Mike Zandofsky,Washington,Offensive Guard,mike zandofsky
1989,Rhondy Weston,Florida,DE,WestRh20,00-0017479,20741,Rhondy Weston,Florida,Defensive End,rhondy weston
1989,Darrell Hamilton,North Carolina,T,HamiDa20,00-0006712,20742,Darrell Hamilton,North Carolina,Offensive Tackle,darrell hamilton
