_join_year,player_name_clean_nfl,school_clean_nfl,position_nfl,pfr_player_id,gsis_id,player_id,player_name_clean_jack,school_clean_jack,position_jack,name_norm
2014,Calvin Pryor,Louisville,DB,PryoCa00,00-0031343,34749,Calvin Pryor,Louisville,Safety,calvin pryor
2014,Ja'Wuan James,Tennessee,T,JameJa01,00-0031417,33101,Ja'Wuan James,Tennessee,Offensive Tackle,ja'wuan james
2014,Brandin Cooks,Oregon St.,WR,CookBr00,00-0031236,34722,Brandin Cooks,Oregon State,Wide Receiver,brandin cooks
2014,Ha Ha Clinton-Dix,Alabama,DB,ClinHa00,00-0031333,33619,Ha Ha Clinton-Dix,Alabama,Safety,ha ha clinton-dix
2014,Johnny Manziel,Texas A&M,QB,ManzJo00,00-0031409,33057,Johnny Manziel,Texas A&M,Quarterback,johnny manziel
2014,Dee Ford,Auburn,LB,FordDe00,00-0031297,33632,Dee Ford,Auburn,Defensive End,dee ford
2014,Darqueze Dennard,Michigan St.,DB,DennDa00,00-0031380,33051,Darqueze Dennard,Michigan State,Cornerback,darqueze dennard
2014,Jason Verrett,TCU,DB,VerrJa00,00-0031334,34111,Jason Verrett,TCU,Cornerback,jason verrett
2014,Marcus Smith,Louisville,LB,SmitMa03,00-0031371,33831,Marcus Smith,Louisville,Defensive End,marcus smith
2014,Deone Bucannon,Washington St.,DB,BucaDe00,00-0031366,33974,Deone Bucannon,Washington State,Safety,deone bucannon
2014,Kelvin Benjamin,Florida St.,WR,BenjKe00,00-0031359,34718,Kelvin Benjamin,Florida State,Wide Receiver,kelvin benjamin
2014,Dominique Easley,Florida,DT,EaslDo00,00-0031425,34843,Dominique Easley,Florida,Defensive Tackle,dominique easley
2014,Jimmie Ward,Northern Illinois,DB,WardJi01,00-0031298,33978,Jimmie Ward,Northern Illinois,Safety,jimmie ward
2014,Bradley Roby,Ohio St.,DB,RobyBr00,00-0031372,33622,Bradley Roby,Ohio State,Cornerback,bradley roby
2014,Teddy Bridgewater,Louisville,QB,BridTe00,00-0031237,33598,Teddy Bridgewater,Louisville,Quarterback,teddy bridgewater
2014,Xavier Su'a-Filo,UCLA,G,Sua-Xa00,00-0031410,34736,Xavier Su'a-Filo,UCLA,Offensive Guard,xavier su'a-filo
2014,DeMarcus Lawrence,Boise St.,DE,LawrDe00,00-0031411,34859,Demarcus Lawrence,Boise State,Outside Linebacker,demarcus lawrence
2014,Joel Bitonio,Nevada,G,BitoJo00,00-0031426,33655,Joel Bitonio,Nevada,Offensive Tackle,joel bitonio
2014,Derek Carr,Fresno St.,QB,CarrDe02,00-0031280,32176,Derek Carr,Fresno State,Quarterback,derek carr
2014,Ra'Shede Hageman,Minnesota,DT,HageRa00,00-0031281,33061,Ra'Shede Hageman,Minnesota,Defensive Tackle,ra'shede hageman
2014,Austin Seferian-Jenkins,Washington,TE,SefeAu00,00-0031418,33614,Austin Seferian-Jenkins,Washington,Tight End,austin seferian-jenkins
2014,Marqise Lee,USC,WR,LeexMa00,00-0031431,33604,Marqise Lee,USC,Wide Receiver,marqise lee
2014,Kyle Van Noy,BYU,LB,VanNKy00,00-0031360,34127,Kyle Van Noy,BYU,Outside Linebacker,kyle van noy
2014,Lamarcus Joyner,Florida St.,DB,JoynLa00,00-0031389,34713,Lamarcus Joyner,Florida State,Cornerback,lamarcus joyner
2014,Jordan Matthews,Vanderbilt,WR,MattJo00,00-0031299,34123,Jordan Matthews,Vanderbilt,Wide Receiver,jordan matthews
2014,Weston Richburg,Colorado St.,OL,RichWe00,00-0031238,33657,Weston Richburg,Colorado State,,weston richburg
2014,Cyrus Kouandjio,Alabama,T,KouaCy00,00-0031335,33603,Cyrus Kouandjio,Alabama,Offensive Tackle,cyrus kouandjio
2014,Paul Richardson,Colorado,WR,RichPa01,00-0031257,34721,Paul Richardson,Colorado,Wide Receiver,paul richardson
2014,Stephon Tuitt,Notre Dame,DE,TuitSt00,00-0031412,33608,Stephon Tuitt,Notre Dame,Defensive End,stephon tuitt
2014,Trent Murphy,Stanford,LB,MurpTr00,00-0031300,34132,Trent Murphy,Stanford,Outside Linebacker,trent murphy
2014,Timmy Jernigan,Florida St.,DT,JernTi00,00-0031170,33607,Timmy Jernigan,Florida State,Defensive Tackle,timmy jernigan
2014,Jace Amaro,Texas Tech,TE,AmarJa00,00-0031042,34729,Jace Amaro,Texas Tech,Tight End,jace amaro
2014,Jeremiah Attaochu,Georgia Tech,LB,AttaJe00,00-0031258,34149,Jeremiah Attaochu,Georgia Tech,Outside Linebacker,jeremiah attaochu
2014,Ego Ferguson,LSU,DT,FergEg00,00-0031043,33052,Ego Ferguson,LSU,Defensive Tackle,ego ferguson
2014,Troy Niklas,Notre Dame,TE,NiklTr00,00-0031044,34771,Troy Niklas,Notre Dame,Tight End,troy niklas
2014,Davante Adams,Fresno St.,WR,AdamDa01,00-0031381,34753,Davante Adams,Fresno State,Wide Receiver,davante adams
2014,Bishop Sankey,Washington,RB,SankBi00,00-0031413,34710,Bishop Sankey,Washington,Running Back,bishop sankey
2014,Jeremy Hill,LSU,RB,HillJe01,00-0031301,34772,Jeremy Hill,LSU,Running Back,jeremy hill
2014,Cody Latimer,Indiana,WR,LatiCo00,00-0031344,34758,Cody Latimer,Indiana,Wide Receiver,cody latimer
2014,Carlos Hyde,Ohio St.,RB,HydeCa00,00-0031045,33638,Carlos Hyde,Ohio State,Running Back,carlos hyde
2014,Jack Mewhort,Ohio St.,T,MewhJa00,00-0031046,33628,Jack Mewhort,Ohio State,Offensive Tackle,jack mewhort
2014,Kony Ealy,Missouri,DE,EalyKo00,00-0031336,33053,Kony Ealy,Missouri,Defensive End,kony ealy
2014,Allen Robinson,Penn St.,WR,RobiAl02,00-0031428,34759,Allen Robinson,Penn State,Wide Receiver,allen robinson
2014,Jimmy Garoppolo,Eastern Illinois,QB,GaroJi00,00-0031345,33695,Jimmy Garoppolo,Eastern Illinois,Quarterback,jimmy garoppolo
2014,Jarvis Landry,LSU,WR,LandJa00,00-0031382,34757,Jarvis Landry,LSU,Wide Receiver,jarvis landry
2014,Justin Britt,Missouri,T,BritJu00,00-0031282,33684,Justin Britt,Missouri,Offensive Tackle,justin britt
2014,C.J. Fiedorowicz,Iowa,TE,FiedC.00,00-0031302,33637,C.J. Fiedorowicz,Iowa,Tight End,c j fiedorowicz
2014,Morgan Moses,Virginia,OL,MoseMo00,00-0031330,33071,Morgan Moses,Virginia,Offensive Tackle,morgan moses
2014,Billy Turner,North Dakota St.,T,TurnBi00,00-0031433,34601,Billy Turner,North Dakota State,Offensive Tackle,billy turner
2014,Charles Sims,West Virginia,RB,SimsCh00,00-0031390,33634,Charles Sims,West Virginia,Running Back,charles sims
2014,Marcus Martin,USC,C,MartMa01,00-0031337,34735,Marcus Martin,USC,,marcus martin
2014,Scott Crichton,Oregon St.,DE,CricSc00,00-0031283,33613,Scott Crichton,Oregon State,Defensive End,scott crichton
2014,Preston Brown,Louisville,LB,BrowPr00,00-0031171,33662,Preston Brown,Louisville,Inside Linebacker,preston brown
2014,Jay Bromley,Syracuse,DT,BromJa00,00-0031403,34166,Jay Bromley,Syracuse,Defensive Tackle,jay bromley
2014,Tre Mason,Auburn,RB,MasoTr00,00-0031391,34767,Tre Mason,Auburn,Running Back,tre mason
2014,Travis Swanson,Arkansas,C,SwanTr00,00-0031284,34133,Travis Swanson,Arkansas,,travis swanson
2014,Chris Borland,Wisconsin,LB,BorlCh00,00-0031303,33073,Chris Borland,Wisconsin,Inside Linebacker,chris borland
2014,Spencer Long,Nebraska,G,LongSp00,00-0031047,33667,Spencer Long,Nebraska,Offensive Guard,spencer long
2014,Terrence Brooks,Florida St.,DB,BrooTe00,00-0031338,33097,Terrence Brooks,Florida State,Safety,terrence brooks
2014,Gabe Jackson,Mississippi St.,G,JackGa00,00-0031367,34112,Gabe Jackson,Mississippi State,Offensive Guard,gabe jackson
2014,Will Sutton,Arizona St.,DT,SuttWi00,00-0031048,33621,Will Sutton,Arizona State,Defensive Tackle,will sutton
2014,Louis Nix,Notre Dame,DT,NixILo00,00-0031049,33599,Louis Nix III,Notre Dame,Defensive Tackle,louis nix
2014,Kareem Martin,North Carolina,DE,MartKa00,00-0031050,34119,Kareem Martin,North Carolina,Defensive End,kareem martin
2014,Khyri Thornton,Southern Miss,DT,ThorKh00,00-0031172,34128,Khyri Thornton,Southern Mississippi,Defensive Tackle,khyri thornton
2014,Josh Huff,Oregon,WR,HuffJo00,00-0030990,33679,Josh Huff,Oregon,Wide Receiver,josh huff
2014,Phillip Gaines,Rice,DB,GainPh00,00-0031015,33708,Phillip Gaines,Rice,Cornerback,phillip gaines
2014,Chris Watt,Notre Dame,G,WattCh00,00-0030991,33630,Chris Watt,Notre Dame,Offensive Guard,chris watt
2014,Donte Moncrief,Mississippi,WR,MoncDo00,00-0031339,34115,Donte Moncrief,Ole Miss,Wide Receiver,donte moncrief
2014,John Brown,Pittsburg St.,WR,BrowJo02,00-0031051,33445,John Brown,Pittsburg State,Wide Receiver,john brown
2014,Trai Turner,LSU,OL,TurnTr01,00-0031362,34810,Trai Turner,LSU,Offensive Guard,trai turner
2014,Brandon Linder,Miami (FL),OL,LindBr00,00-0031369,34402,Brandon Linder,Miami,Offensive Guard,brandon linder
2014,Terrance West,Towson,RB,WestTe00,00-0031375,34785,Terrance West,Towson,Running Back,terrance west
2014,Michael Schofield,Michigan,OL,SchoMi00,00-0031353,34586,Michael Schofield,Michigan,Offensive Tackle,michael schofield
2014,Jerick McKinnon,Georgia Southern,RB,McKiJe00,00-0031376,34727,Jerick McKinnon,Georgia Southern,Running Back,jerick mckinnon
2014,Dri Archer,Kent St.,WR,ArchDr00,00-0031392,33624,Dri Archer,Kent State,Running Back,dri archer
2014,Richard Rodgers,California,TE,RodgRi00,00-0031384,34766,Richard Rodgers,California,Tight End,richard rodgers
2014,Crockett Gillmore,Colorado St.,TE,GillCr00,00-0030992,33349,Crockett Gillmore,Colorado State,Tight End,crockett gillmore
2014,Brandon Thomas,Clemson,OL,ThomBr02,00-0031305,34892,Brandon Thomas,Clemson,Offensive Guard,brandon thomas
2014,Jaylen Watkins,Florida,DB,WatkJa01,00-0031173,33693,Jaylen Watkins,Florida,Cornerback,jaylen watkins
2014,Bashaud Breeland,Clemson,DB,BreeBa00,00-0031052,34730,Bashaud Breeland,Clemson,Cornerback,bashaud breeland
2014,Devonta Freeman,Florida St.,RB,FreeDe00,00-0031285,34811,Devonta Freeman,Florida State,Running Back,devonta freeman
2014,Jalen Saunders,Oklahoma,WR,SaunJa00,00-0031053,33635,Jalen Saunders,Oklahoma,Wide Receiver,jalen saunders
2014,Bryan Stork,Florida St.,C,StorBr00,00-0031174,33090,Bryan Stork,Florida State,,bryan stork
2014,Bruce Ellington,South Carolina,WR,ElliBr00,00-0031326,34755,Bruce Ellington,South Carolina,Wide Receiver,bruce ellington
2014,Justin Ellis,Louisiana Tech,DT,ElliJu01,00-0031346,34184,Justin Ellis,Louisiana Tech,Defensive Tackle,justin ellis
2014,Cassius Marsh,UCLA,DE,MarsCa00,00-0031175,34155,Cassius Marsh,UCLA,Defensive End,cassius marsh
2014,Ross Cockrell,Duke,DB,CockRo00,00-0031016,33687,Ross Cockrell,Duke,Cornerback,ross cockrell
2014,Maurice Alexander,Utah St.,DB,AlexMa00,00-0031393,34833,Maurice Alexander,Utah State,Safety,maurice alexander
2014,Russell Bodine,North Carolina,C,BodiRu00,00-0031306,34734,Russell Bodine,North Carolina,,russell bodine
2014,DaQuan Jones,Penn St.,DT,JoneDa04,00-0031054,33626,DaQuan Jones,Penn State,Defensive Tackle,daquan jones
2014,Andre Williams,Boston Col.,RB,WillAn00,00-0031055,33246,Andre Williams,Boston College,Running Back,andre williams
2014,Aaron Colvin,Oklahoma,DB,ColvAa00,00-0031259,33062,Aaron Colvin,Oklahoma,Cornerback,aaron colvin
2014,Keith McGill,Utah,DB,McGiKe00,00-0031347,34719,Keith McGill,Utah,Cornerback,keith mcgill
2014,Ka'Deem Carey,Arizona,RB,CareKa00,00-0031057,34104,Ka'Deem Carey,Arizona,Running Back,ka'deem carey
2014,Martavis Bryant,Clemson,WR,BryaMa00,00-0031373,34754,Martavis Bryant,Clemson,Wide Receiver,martavis bryant
2014,Anthony Hitchens,Iowa,LB,HitcAn00,00-0031348,34504,Anthony Hitchens,Iowa,Outside Linebacker,anthony hitchens
2014,Logan Thomas,Virginia Tech,QB,ThomLo00,00-0031260,33064,Logan Thomas,Virginia Tech,Quarterback,logan thomas
2014,Carl Bradford,Arizona St.,LB,BradCa01,00-0031058,34828,Carl Bradford,Arizona State,Outside Linebacker,carl bradford
2014,Marqueston Huff,Wyoming,DB,HuffMa00,00-0031059,33691,Marqueston Huff,Wyoming,Cornerback,marqueston huff
2014,Kevin Norwood,Alabama,WR,NorwKe00,00-0031327,33694,Kevin Norwood,Alabama,Wide Receiver,kevin norwood
2014,De'Anthony Thomas,Oregon,RB,ThomDe05,00-0031060,33615,De'Anthony Thomas,Oregon,Running Back,de'anthony thomas
2014,Walt Aikens,Liberty,DB,AikeWa00,00-0031307,33718,Walt Aikens,Liberty,Cornerback,walt aikens
2014,Khairi Fortt,California,LB,FortKh00,00-0031240,34746,Khairi Fortt,California,Outside Linebacker,khairi fortt
2014,Pierre Desir,Lindenwood,DB,DesiPi00,00-0031331,33660,Pierre Desir,Lindenwood,Cornerback,pierre desir
2014,Tre Boston,North Carolina,DB,BostTr00,00-0031261,33095,Tre Boston,North Carolina,Safety,tre boston
2014,Dontae Johnson,North Carolina St.,DB,JohnDo02,00-0031061,33703,Dontae Johnson,NC State,Cornerback,dontae johnson
2014,James White,Wisconsin,RB,WhitJa02,00-0031062,34153,James White,Wisconsin,Running Back,james white
2014,Brock Vereen,Minnesota,DB,VereBr00,00-0031063,33987,Brock Vereen,Minnesota,Safety,brock vereen
2014,Kevin Pierre-Louis,Boston Col.,LB,PierKe00,00-0031308,34500,Kevin Pierre-Louis,Boston College,Outside Linebacker,kevin pierre-louis
2014,Nevin Lawson,Utah St.,DB,LawsNe00,00-0031176,33706,Nevin Lawson,Utah State,Cornerback,nevin lawson
2014,Brent Urban,Virginia,DT,UrbaBr00,00-0031177,34182,Brent Urban,Virginia,Defensive Tackle,brent urban
2014,Tom Savage,Pittsburgh,QB,SavaTo00,00-0031064,33173,Tom Savage,Pittsburgh,Quarterback,tom savage
2014,Larry Webster,Bloomsburg,DE,WebsLa00,00-0031065,31953,Larry Webster,Bloomsburg,Defensive End,larry webster
2014,Dakota Dozier,Furman,OL,DoziDa00,00-0031017,34589,Dakota Dozier,Furman,Offensive Tackle,dakota dozier
2014,Lorenzo Taliaferro,Coastal Carolina,RB,TaliLo00,00-0031066,34774,Lorenzo Taliaferro,Coastal Carolina,Running Back,lorenzo taliaferro
2014,Prince Shembo,Notre Dame,LB,ShemPr00,00-0031178,33081,Prince Shembo,Notre Dame,Outside Linebacker,prince shembo
2014,Cameron Fleming,Stanford,T,FlemCa00,00-0031067,34822,Cameron Fleming,Stanford,Offensive Tackle,cameron fleming
2014,Taylor Hart,Oregon,DE,HartTa00,00-0031179,34131,Taylor Hart,Oregon,Defensive End,taylor hart
2014,Ryan Grant,Tulane,WR,GranRy01,00-0031068,33428,Ryan Grant,Tulane,Wide Receiver,ryan grant
2014,Kadeem Edwards,Tennessee St.,OL,EdwaKa00,00-0031180,34404,Kadeem Edwards,Tennessee State,Offensive Guard,kadeem edwards
2014,Telvin Smith,Florida St.,LB,SmitTe01,00-0031309,33088,Telvin Smith,Florida State,Outside Linebacker,telvin smith
2014,David Yankey,Stanford,OL,YankDa00,00-0031069,34125,David Yankey,Stanford,Offensive Guard,david yankey
2014,Devin Street,Pittsburgh,WR,StreDe00,00-0031310,33640,Devin Street,Pittsburgh,Wide Receiver,devin street
2014,Ricardo Allen,Purdue,DB,AlleRi00,00-0031181,33698,Ricardo Allen,Purdue,Cornerback,ricardo allen
2014,Bene Benwikere,San Jose St.,DB,BenwBe00,00-0031262,33699,Bene Benwikere,San Jose State,Cornerback,bene benwikere
2014,Kevin Pamphile,Purdue,T,PampKe00,00-0031182,34631,Kevin Pamphile,Purdue,Offensive Tackle,kevin pamphile
2014,Aaron Lynch,South Florida,DE,LyncAa00,00-0030993,33606,Aaron Lynch,South Florida,Defensive End,aaron lynch
2014,Avery Williamson,Kentucky,LB,WillAv00,00-0031263,34300,Avery Williamson,Kentucky,Inside Linebacker,avery williamson
2014,Nat Berhe,San Diego St.,DB,BerhNa00,00-0031070,33689,Nat Berhe,San Diego State,Safety,nat berhe
2014,Cyril Richardson,Baylor,G,RichCy00,00-0031311,33063,Cyril Richardson,Baylor,Offensive Guard,cyril richardson
2014,Jeremiah George,Iowa St.,LB,GeorJe01,00-0031018,33666,Jeremiah George,Iowa State,Inside Linebacker,jeremiah george
2014,Arthur Lynch,Georgia,TE,LyncAr00,00-0031286,33348,Arthur Lynch,Georgia,Tight End,arthur lynch
2014,Lamin Barrow,LSU,LB,BarrLa00,00-0031354,33069,Lamin Barrow,LSU,Outside Linebacker,lamin barrow
2014,Shaquille Richardson,Arizona,DB,RichSh01,00-0031340,34778,Shaquille Richardson,Arizona,Cornerback,shaquille richardson
2014,Caraun Reid,Princeton,DT,ReidCa00,00-0031071,34136,Caraun Reid,Princeton,Defensive Tackle,caraun reid
2014,Chris Smith,Arkansas,DE,SmitCh03,00-0031264,33645,Chris Smith,Arkansas,Defensive End,chris smith
2014,Ed Stinson,Alabama,DE,StinEd00,00-0031265,33075,Ed Stinson,Alabama,Defensive End,ed stinson
2014,Corey Linsley,Ohio St.,C,LinsCo00,00-0031019,34373,Corey Linsley,Ohio State,,corey linsley
2014,Ed Reynolds,Stanford,DB,ReynEd00,00-0031312,33079,Ed Reynolds,Stanford,Safety,ed reynolds
2014,Aaron Murray,Georgia,QB,MurrAa00,00-0031287,34147,Aaron Murray,Georgia,Quarterback,aaron murray
2014,Ryan Carrethers,Arkansas St.,DT,CarrRy00,00-0030994,34158,Ryan Carrethers,Arkansas State,Defensive Tackle,ryan carrethers
2014,Jonathan Newsome,Ball St.,LB,NewsJo00,00-0030995,33841,Jonathan Newsome,Ball State,Defensive End,jonathan newsome
2014,Vinnie Sunseri,Alabama,DB,SunsVi00,00-0031072,34796,Vinnie Sunseri,Alabama,Safety,vinnie sunseri
2014,Marquis Spruill,Syracuse,LB,SpruMa00,00-0031183,34918,Marquis Spruill,Syracuse,Outside Linebacker,marquis spruill
2014,Ronald Powell,Florida,LB,PoweRo01,00-0031073,34747,Ronald Powell,Florida,Outside Linebacker,ronald powell
2014,Keith Reaser,Florida Atlantic,DB,ReasKe00,00-0031020,33713,Keith Reaser,Florida Atlantic,Cornerback,keith reaser
2014,Jimmy Staten,Middle Tenn. St.,DT,StatJi00,00-0031184,34193,Jimmy Staten,Middle Tennessee,Defensive Tackle,jimmy staten
2014,Wesley Johnson,Vanderbilt,OL,JohnWe00,00-0031314,34897,Wesley Johnson,Vanderbilt,,wesley johnson
2014,Devon Kennard,USC,DE,KennDe00,00-0031241,34836,Devon Kennard,USC,Outside Linebacker,devon kennard
2014,John Urschel,Penn St.,G,UrscJo00,00-0030996,33673,John Urschel,Penn State,Offensive Guard,john urschel
2014,Jared Abbrederis,Wisconsin,WR,AbbrJa00,00-0031021,34134,Jared Abbrederis,Wisconsin,Wide Receiver,jared abbrederis
2014,Jeoffrey Pagan,Alabama,DE,PagaJe00,00-0031074,33054,Jeoffrey Pagan,Alabama,Defensive End,jeoffrey pagan
2014,Zach Mettenberger,LSU,QB,MettZa00,00-0031266,33654,Zach Mettenberger,LSU,Quarterback,zach mettenberger
2014,Jon Halapio,Florida,OL,HalaJo00,00-0031185,33683,Jon Halapio,Florida,Offensive Guard,jon halapio
2014,Kenneth Acker,SMU,DB,AckeKe00,00-0031186,33722,Kenneth Acker,SMU,Cornerback,kenneth acker
2014,Alfred Blue,LSU,RB,BlueAl00,00-0031075,33222,Alfred Blue,LSU,Running Back,alfred blue
2014,Antone Exum,Virginia Tech,DB,ExumAn00,00-0031267,33625,Antone Exum,Virginia Tech,Cornerback,antone exum
2014,David Fales,San Jose St.,QB,FaleDa00,00-0031076,34154,David Fales,San Jose State,Quarterback,david fales
2014,Kendall James,Maine,DB,JameKe00,00-0031077,33712,Kendall James,Maine,Cornerback,kendall james
2014,Robert Herron,Wyoming,WR,HerrRo00,00-0031187,33070,Robert Herron,Wyoming,Wide Receiver,robert herron
2014,Lache Seastrunk,Baylor,RB,SeasLa00,00-0031078,34124,Lache Seastrunk,Baylor,Running Back,lache seastrunk
2014,Bennett Jackson,Notre Dame,DB,JackBe00,00-0031188,34142,Bennett Jackson,Notre Dame,Cornerback,bennett jackson
2014,E.J. Gaines,Missouri,DB,GainE.00,00-0031394,33663,E.J. Gaines,Missouri,Cornerback,e j gaines
2014,Matt Hazel,Coastal Carolina,WR,HazeMa01,00-0031315,33417,Matt Hazel,Coastal Carolina,Wide Receiver,matt hazel
2014,Pat O'Donnell,Miami (FL),P,ODonPa00,00-0031079,33143,Pat O'Donnell,Miami,Punter,pat o'donnell
2014,Jordan Zumwalt,UCLA,LB,ZumwJo00,00-0031316,33659,Jordan Zumwalt,UCLA,Outside Linebacker,jordan zumwalt
2014,Zach Fulton,Tennessee,G,FultZa00,00-0030997,33107,Zach Fulton,Tennessee,Offensive Guard,zach fulton
2014,Keith Wenning,Ball St.,QB,WennKe00,00-0030998,33171,Keith Wenning,Ball State,Quarterback,keith wenning
2014,Brandon Dixon,NW Missouri St.,DB,DixoBr00,00-0031328,33715,Brandon Dixon,Northwest Missouri State,Cornerback,brandon dixon
2014,Walt Powell,Murray St.,WR,PoweWa00,00-0031268,33452,Walt Powell,Murray State,Wide Receiver,walt powell
2014,Demetri Goodson,Baylor,DB,GoodDe00,00-0031080,34830,Demetri Goodson,Baylor,Cornerback,demetri goodson
2014,Zach Moore,Concordia-St.Paul (MN),DE,MoorZa00,00-0031081,33844,Zach Moore,Concordia-St. Paul,Defensive End,zach moore
2014,Garrett Scott,Marshall,OL,ScotGa01,SCO310222,34599,Garrett Scott,Marshall,Offensive Tackle,garrett scott
2014,Laurent Duvernay-Tardif,McGill,OL,DuveLa00,00-0031022,34820,Laurent Duvernay-Tardif,McGill,Offensive Tackle,laurent duvernay-tardif
2014,Marion Grice,Arizona St.,RB,GricMa00,00-0030999,34150,Marion Grice,Arizona State,Running Back,marion grice
2014,Tavon Rooks,Kansas St.,OL,RookTa00,00-0031082,34638,Tavon Rooks,Kansas State,Offensive Tackle,tavon rooks
2014,Andrew Jackson,Western Kentucky,LB,JackAn02,00-0031083,34709,Andrew Jackson,Western Kentucky,Inside Linebacker,andrew jackson
2014,Tyler Gaffney,Stanford,RB,GaffTy00,00-0031190,31997,Tyler Gaffney,Stanford,Running Back,tyler gaffney
2014,Luke Bowanko,Virginia,C,BowaLu00,00-0031191,34388,Luke Bowanko,Virginia,,luke bowanko
2014,Jemea Thomas,Georgia Tech,DB,ThomJe03,00-0031192,33973,Jemea Thomas,Georgia Tech,Safety,jemea thomas
2014,Matt Paradis,Boise St.,OL,ParaMa00,00-0031349,34374,Matt Paradis,Boise State,,matt paradis
2014,Eric Pinkins,San Diego St.,DB,PinkEr00,00-0031084,34044,Eric Pinkins,San Diego State,Safety,eric pinkins
2014,Quincy Enunwa,Nebraska,WR,EnunQu00,00-0031023,33434,Quincy Enunwa,Nebraska,Wide Receiver,quincy enunwa
2014,IK Enemkpali,Louisiana Tech,DT,EnemIK00,00-0031024,33845,IK Enemkpali,Louisiana Tech,Defensive End,ik enemkpali
2014,Jay Prosch,Auburn,FB,ProsJa00,00-0031085,33653,Jay Prosch,Auburn,Fullback,jay prosch
2014,Marquis Flowers,Arizona,LB,FlowMa00,00-0031290,34499,Marquis Flowers,Arizona,Outside Linebacker,marquis flowers
2014,Tajh Boyd,Clemson,QB,BoydTa00,,34121,Tajh Boyd,Clemson,Quarterback,tajh boyd
2014,Garrett Gilbert,SMU,QB,GilbGa01,00-0031395,34780,Garrett Gilbert,SMU,Quarterback,garrett gilbert
2014,Ted Bolser,Indiana,TE,BolsTe00,00-0031088,33350,Ted Bolser,Indiana,Tight End,ted bolser
2014,Michael Campanaro,Wake Forest,WR,CampMi02,00-0031025,33641,Michael Campanaro,Wake Forest,Wide Receiver,michael campanaro
2014,T.J. Carrie,Ohio,DB,CarrTr00,00-0031269,33671,T.J. Carrie,Ohio,Cornerback,t j carrie
2014,Shamar Stephen,Connecticut,DT,StepSh00,00-0031242,34191,Shamar Stephen,Connecticut,Defensive Tackle,shamar stephen
2014,Randell Johnson,Florida Atlantic,LB,JohnRa01,00-0031026,34528,Randell Johnson,Florida Atlantic,Outside Linebacker,randell johnson
2014,Storm Johnson,Central Florida,RB,JohnSt03,00-0031243,34738,Storm Johnson,UCF,Running Back,storm johnson
2014,Brandon Watts,Georgia Tech,LB,WattBr00,00-0031244,34486,Brandon Watts,Georgia Tech,Outside Linebacker,brandon watts
2014,Beau Allen,Wisconsin,DT,AlleBe00,00-0031089,34145,Beau Allen,Wisconsin,Defensive Tackle,beau allen
2014,Jabari Price,North Carolina,DB,PricJa00,00-0031090,33723,Jabari Price,North Carolina,Cornerback,jabari price
2014,Mitchell Van Dyk,Portland St.,OL,VanDMi00,00-0031396,34884,Mitchell Van Dyk,Portland State,Offensive Tackle,mitchell van dyk
2014,Kiero Small,Arkansas,RB,SmalKi00,00-0031091,34809,Kiero Small,Arkansas,Fullback,kiero small
2014,Zach Hocker,Arkansas,K,HockZa00,00-0031092,34824,Zach Hocker,Arkansas,Place Kicker,zach hocker
2014,Nate Freese,Boston Col.,K,FreeNa00,00-0031093,33120,Nate Freese,Boston College,Place Kicker,nate freese
2014,Rob Blanchflower,Massachusetts,TE,BlanRo01,00-0031194,33680,Rob Blanchflower,UMass,Tight End,rob blanchflower
2014,Ben Gardner,Stanford,DE,GardBe00,00-0031027,33828,Ben Gardner,Stanford,Defensive End,ben gardner
2014,Ulrick John,Georgia St.,OL,JohnUl00,00-0031028,34639,Ulrick John,,Offensive Tackle,ulrick john
2014,Trevor Reilly,Utah,LB,ReilTr00,00-0031000,33104,Trevor Reilly,Utah,Outside Linebacker,trevor reilly
2014,Terrence Fede,Marist,DE,FedeTe00,00-0031317,33849,Terrence Fede,Marist,Defensive End,terrence fede
2014,Shelby Harris,Illinois St.,DE,HarrSh00,00-0031270,33672,Shelby Harris,Illinois State,Defensive End,shelby harris
2014,Jeff Janis,Saginaw Valley St.,WR,JaniJe00,00-0031001,33656,Jeff Janis,Saginaw Valley,Wide Receiver,jeff janis
2014,Seantrel Henderson,Miami (FL),OL,HendSe00,00-0031029,33633,Seantrel Henderson,Miami,Offensive Tackle,seantrel henderson
2014,Will Smith,Texas Tech,LB,SmitWi01,00-0031030,34312,Will Smith,Texas Tech,Inside Linebacker,will smith
2014,James Wright,LSU,WR,WrigJa03,00-0031291,35159,James Wright,LSU,Wide Receiver,james wright
2014,Tevin Reese,Baylor,WR,ReesTe00,00-0031002,33414,Tevin Reese,Baylor,Wide Receiver,tevin reese
2014,C.B. Bryant,Ohio St.,DB,BryaC.00,00-0031397,33674,C.B. Bryant,Ohio State,Safety,c b bryant
2014,Corey Nelson,Oklahoma,LB,NelsCo00,00-0031350,34502,Corey Nelson,Oklahoma,Outside Linebacker,corey nelson
2014,Kaleb Ramsey,Boston Col.,DE,RamsKa00,00-0031003,33092,Kaleb Ramsey,Boston College,Defensive Tackle,kaleb ramsey
2014,Jeremy Gallon,Michigan,WR,GallJe00,,33433,Jeremy Gallon,Michigan,Wide Receiver,jeremy gallon
2014,Trey Millard,Oklahoma,FB,MillTr00,00-0031271,33643,Trey Millard,Oklahoma,Fullback,trey millard
